href,title,difficulty,content,like,dislike,accepted,related_topics,similar_questions,hints,complete,submissions
https://leetcode.com/problems/convex-polygon,,,,0,0,0,,,,locked,
https://leetcode.com/problems/implement-rand10-using-rand7,470. Implement Rand10() Using Rand7(),Medium,"Given a function rand7 which generates a uniform random integer in the range 1 to 7, write a function rand10 which generates a uniform random integer in the range 1 to 10.
Do NOT use system's Math.random().
 
",355,118,19630,"https://leetcode.com/tag/random/
https://leetcode.com/tag/rejection-sampling/",,,y,42609.0
https://leetcode.com/problems/encode-string-with-shortest-length,,,,0,0,0,,,,locked,
https://leetcode.com/problems/concatenated-words,472. Concatenated Words,Hard,"A concatenated word is defined as a string that is comprised entirely of at least two shorter words in the given array.
Example:
Input: [""cat"",""cats"",""catsdogcats"",""dog"",""dogcatsdog"",""hippopotamuses"",""rat"",""ratcatdogcat""]

Output: [""catsdogcats"",""dogcatsdog"",""ratcatdogcat""]

Explanation: ""catsdogcats"" can be concatenated by ""cats"", ""dog"" and ""cats""; 
 ""dogcatsdog"" can be concatenated by ""dog"", ""cats"" and ""dog""; 
""ratcatdogcat"" can be concatenated by ""rat"", ""cat"", ""dog"" and ""cat"".

Note:

",553,90,47655,"https://leetcode.com/tag/dynamic-programming/
https://leetcode.com/tag/depth-first-search/
https://leetcode.com/tag/trie/",,,y,115626.0
https://leetcode.com/problems/matchsticks-to-square,473. Matchsticks to Square,Medium,"Remember the story of Little Match Girl? By now, you know exactly what matchsticks the little match girl has, please find out a way you can make one square by using up all those matchsticks. You should not break any stick, but you can link them up, and each matchstick must be used exactly one time.
Your input will be several matchsticks the girl has, represented with their stick length. Your output will either be true or false, to represent whether you could make one square using all the matchsticks the little match girl has.
Example 1:
Input: [1,1,2,2,2]
Output: true

Explanation: You can form a square with length 2, one side of the square came two sticks with length 1.

Example 2:
Input: [3,3,3,3,4]
Output: false

Explanation: You cannot find a way to form a square with all the matchsticks.

Note:

",485,50,32388,https://leetcode.com/tag/depth-first-search/,,"Treat the matchsticks as an array. Can we split the array into 4 equal halves?
Every matchstick can belong to either of the 4 sides. We don't know which one. Maybe try out all options!
For every matchstick, we have to try out each of the 4 options i.e. which side it can belong to. We can make use of recursion for this.
We don't really need to keep track of which matchsticks belong to a particular side during recursion. We just need to keep track of the length of each of the 4 sides.
When all matchsticks have been used we simply need to see the length of all 4 sides. If they're equal, we have a square on our hands!
",y,87624.0
https://leetcode.com/problems/ones-and-zeroes,474. Ones and Zeroes,Medium,"In the computer world, use restricted resource you have to generate maximum benefit is what we always want to pursue.
For now, suppose you are a dominator of m 0s and n 1s respectively. On the other hand, there is an array with strings consisting of only 0s and 1s.
Now your task is to find the maximum number of strings that you can form with given m 0s and n 1s. Each 0 and 1 can be used at most once.
Note:
 
Example 1:
Input: Array = {""10"", ""0001"", ""111001"", ""1"", ""0""}, m = 5, n = 3
Output: 4

Explanation: This are totally 4 strings can be formed by the using of 5 0s and 3 1s, which are “10,”0001”,”1”,”0”
 
Example 2:
Input: Array = {""10"", ""0"", ""1""}, m = 1, n = 1
Output: 2

Explanation: You could form ""10"", but then you'd have nothing left. Better form ""0"" and ""1"".
 
",825,198,42933,https://leetcode.com/tag/dynamic-programming/,,,y,101959.0
https://leetcode.com/problems/heaters,475. Heaters,Easy,"Winter is coming! Your first job during the contest is to design a standard heater with fixed warm radius to warm all the houses.
Now, you are given positions of houses and heaters on a horizontal line, find out minimum radius of heaters so that all houses could be covered by those heaters.
So, your input will be the positions of houses and heaters seperately, and your expected output will be the minimum radius standard of heaters.
Note:
 
Example 1:
Input: [1,2,3],[2]
Output: 1
Explanation: The only heater was placed in the position 2, and if we use the radius 1 standard, then all the houses can be warmed.
 
Example 2:
Input: [1,2,3,4],[1,4]
Output: 1
Explanation: The two heater was placed in the position 1 and 4. We need to use radius 1 standard, then all the houses can be warmed.
 
",642,716,60425,https://leetcode.com/tag/binary-search/,,,y,184850.0
https://leetcode.com/problems/number-complement,476. Number Complement,Easy,"Given a positive integer, output its complement number. The complement strategy is to flip the bits of its binary representation.
 
Example 1:
Input: 5
Output: 2
Explanation: The binary representation of 5 is 101 (no leading zero bits), and its complement is 010. So you need to output 2.
 
Example 2:
Input: 1
Output: 0
Explanation: The binary representation of 1 is 1 (no leading zero bits), and its complement is 0. So you need to output 0.
 
Note:
",685,76,126974,https://leetcode.com/tag/bit-manipulation/,,,y,200362.0
https://leetcode.com/problems/total-hamming-distance,477. Total Hamming Distance,Medium,"The Hamming distance between two integers is the number of positions at which the corresponding bits are different.
Now your job is to find the total Hamming distance between all pairs of the given numbers.
Example:
Input: 4, 14, 2

Output: 6

Explanation: In binary representation, the 4 is 0100, 14 is 1110, and 2 is 0010 (just
showing the four bits relevant in this case). So the answer will be:
HammingDistance(4, 14) + HammingDistance(4, 2) + HammingDistance(14, 2) = 2 + 2 + 2 = 6.

Note:

",720,50,58712,https://leetcode.com/tag/bit-manipulation/,,,y,116987.0
https://leetcode.com/problems/generate-random-point-in-a-circle,478. Generate Random Point in a Circle,Medium,"Given the radius and x-y positions of the center of a circle, write a function randPoint which generates a uniform random point in the circle.
Note:
",142,227,9444,"https://leetcode.com/tag/math/
https://leetcode.com/tag/random/
https://leetcode.com/tag/rejection-sampling/",,,y,24631.0
https://leetcode.com/problems/largest-palindrome-product,479. Largest Palindrome Product,Hard,"Find the largest palindrome made from the product of two n-digit numbers.
Since the result could be very large, you should return the largest palindrome mod 1337.
 
Example:
Input: 2
Output: 987
Explanation: 99 x 91 = 9009, 9009 % 1337 = 987
 
Note:
The range of n is [1,8].
",84,1288,16396,,,,y,57445.0
https://leetcode.com/problems/sliding-window-median,480. Sliding Window Median,Hard,"Median is the middle value in an ordered integer list. If the size of the list is even, there is no middle value. So the median is the mean of the two middle value.
[2,3,4] , the median is 3
[2,3], the median is (2 + 3) / 2 = 2.5
Given an array nums, there is a sliding window of size k which is moving from the very left of the array to the very right. You can only see the k numbers in the window. Each time the sliding window moves right by one position. Your job is to output the median array for each window in the original array.
For example,
Given nums = [1,3,-1,-3,5,3,6,7], and k = 3.
Window position                Median
---------------               -----
[1  3  -1] -3  5  3  6  7       1
 1 [3  -1  -3] 5  3  6  7       -1
 1  3 [-1  -3  5] 3  6  7       -1
 1  3  -1 [-3  5  3] 6  7       3
 1  3  -1  -3 [5  3  6] 7       5
 1  3  -1  -3  5 [3  6  7]      6
Therefore, return the median sliding window as [1,-1,-1,3,5,6].
Note:
You may assume k is always valid, ie: k is always smaller than input array's size for non-empty array.
Answers within 10^-5 of the actual value will be accepted as correct.
",730,68,43828,https://leetcode.com/tag/sliding-window/,,"The simplest of solutions comes from the basic idea of finding the median given a set of numbers. We know that by definition, a median is the center element (or an average of the two center elements). Given an unsorted list of numbers, how do we find the median element? If you know the answer to this question, can we extend this idea to every sliding window that we come across in the array?
Is there a better way to do what we are doing in the above hint? Don't you think there is duplication of calculation being done there? Is there some sort of optimization that we can do to achieve the same result? This approach is merely a modification of the basic approach except that it simply reduces duplication of calculations once done.
The third line of thought is also based on this same idea but achieving the result in a different way. We obviously need the window to be sorted for us to be able to find the median. Is there a data-structure out there that we can use (in one or more quantities) to obtain the median element extremely fast, say O(1) time while having the ability to perform the other operations fairly efficiently as well?
",y,122582.0
https://leetcode.com/problems/magical-string,481. Magical String,Medium,"A magical string S consists of only '1' and '2' and obeys the following rules:
The string S is magical because concatenating the number of contiguous occurrences of characters '1' and '2' generates the string S itself.
The first few elements of string S is the following: S = ""1221121221221121122……""
If we group the consecutive '1's and '2's in S, it will be:
1 22 11 2 1 22 1 22 11 2 11 22 ......
and the occurrences of '1's or '2's in each group are:
1 2 2 1 1 2 1 2 2 1 2 2 ......
You can see that the occurrence sequence above is the S itself.
Given an integer N as input, return the number of '1's in the first N number in the magical string S.
Note: N will not exceed 100,000.
Example 1:
Input: 6
Output: 3
Explanation: The first 6 elements of magical string S is ""12211"" and it contains three 1's, so return 3.

",105,642,21378,,,,y,45296.0
https://leetcode.com/problems/license-key-formatting,482. License Key Formatting,Easy,"You are given a license key represented as a string S which consists only alphanumeric character and dashes. The string is separated into N+1 groups by N dashes.
Given a number K, we would want to reformat the strings such that each group contains exactly K characters, except for the first group which could be shorter than K, but still must contain at least one character. Furthermore, there must be a dash inserted between two groups and all lowercase letters should be converted to uppercase.
Given a non-empty string S and a number K, format the string according to the rules described above.
Example 1:
Input: S = ""5F3Z-2e-9-w"", K = 4

Output: ""5F3Z-2E9W""

Explanation: The string S has been split into two parts, each part has 4 characters.
Note that the two extra dashes are not needed and can be removed.

Example 2:
Input: S = ""2-5g-3-J"", K = 2

Output: ""2-5G-3J""

Explanation: The string S has been split into three parts, each part has 2 characters except the first part as it could be shorter as mentioned above.

Note:

",425,688,121726,,,,y,284326.0
https://leetcode.com/problems/smallest-good-base,483. Smallest Good Base,Hard,"For an integer n, we call k>=2 a good base of n, if all digits of n base k are 1.
Now given a string representing n, you should return the smallest good base of n in string format.
Example 1:
Input: ""13""
Output: ""3""
Explanation: 13 base 3 is 111.
 
Example 2:
Input: ""4681""
Output: ""8""
Explanation: 4681 base 8 is 11111.
 
Example 3:
Input: ""1000000000000000000""
Output: ""999999999999999999""
Explanation: 1000000000000000000 base 999999999999999999 is 11.
 
Note:
 
",133,299,12062,"https://leetcode.com/tag/math/
https://leetcode.com/tag/binary-search/",,,y,34098.0
https://leetcode.com/problems/find-permutation,,,,0,0,0,,,,locked,
https://leetcode.com/problems/max-consecutive-ones,485. Max Consecutive Ones,Easy,"Given a binary array, find the maximum number of consecutive 1s in this array.
Example 1:
Input: [1,1,0,1,1,1]
Output: 3
Explanation: The first two digits or the last three digits are consecutive 1s.
    The maximum number of consecutive 1s is 3.

Note:
The input array will only contain 0 and 1.
The length of input array is a positive integer and will not exceed 10,000

",529,348,179017,https://leetcode.com/tag/array/,,"You need to think about two things as far as any window is concerned. One is the starting point for the window. How do you detect that a new window of 1s has started? The next part is detecting the ending point for this window. How do you detect the ending point for an existing window? If you figure these two things out, you will be able to detect the windows of consecutive ones. All that remains afterward is to find the longest such window and return the size.
",y,318352.0
https://leetcode.com/problems/predict-the-winner,486. Predict the Winner,Medium,"Given an array of scores that are non-negative integers. Player 1 picks one of the numbers from either end of the array followed by the player 2 and then player 1 and so on. Each time a player picks a number, that number will not be available for the next player. This continues until all the scores have been chosen. The player with the maximum score wins.
Given an array of scores, predict whether player 1 is the winner. You can assume each player plays to maximize his score.
Example 1:
Input: [1, 5, 2]
Output: False
Explanation: Initially, player 1 can choose between 1 and 2. 
If he chooses 2 (or 1), then player 2 can choose from 1 (or 2) and 5. If player 2 chooses 5, then player 1 will be left with 1 (or 2). 
So, final score of player 1 is 1 + 2 = 3, and player 2 is 5. 
Hence, player 1 will never be the winner and you need to return False.

Example 2:
Input: [1, 5, 233, 7]
Output: True
Explanation: Player 1 first chooses 1. Then player 2 have to choose between 5 and 7. No matter which number player 2 choose, player 1 can choose 233.
Finally, player 1 has more score (234) than player 2 (12), so you need to return True representing player1 can win.

Note:

",1290,79,63891,"https://leetcode.com/tag/dynamic-programming/
https://leetcode.com/tag/minimax/",,,y,134559.0
https://leetcode.com/problems/max-consecutive-ones-ii,,,,0,0,0,,,,locked,
https://leetcode.com/problems/zuma-game,488. Zuma Game,Hard,"Think about Zuma Game. You have a row of balls on the table, colored red(R), yellow(Y), blue(B), green(G), and white(W). You also have several balls in your hand.
Each time, you may choose a ball in your hand, and insert it into the row (including the leftmost place and rightmost place). Then, if there is a group of 3 or more balls in the same color touching, remove these balls. Keep doing this until no more balls can be removed.
Find the minimal balls you have to insert to remove all the balls on the table. If you cannot remove all the balls, output -1.
 
Example 1:
Input: board = ""WRRBBW"", hand = ""RB""
Output: -1
Explanation: WRRBBW -> WRR[R]BBW -> WBBW -> WBB[B]W -> WW
Example 2:
Input: board = ""WWRRBBWW"", hand = ""WRBRW""
Output: 2
Explanation: WWRRBBWW -> WWRR[R]BBWW -> WWBBWW -> WWBB[B]WW -> WWWW -> empty
Example 3:
Input: board = ""G"", hand = ""GGGGG""
Output: 2
Explanation: G -> G[G] -> GG[G] -> empty 
Example 4:
Input: board = ""RBYYBBRRB"", hand = ""YRBGB""
Output: 3
Explanation: RBYYBBRRB -> RBYY[Y]BBRRB -> RBBBRRB -> RRRB -> B -> B[B] -> BB[B] -> empty 
 
Constraints:
You may assume that the initial row of balls on the table won’t have any 3 or more consecutive balls with the same color.
The number of balls on the table won't exceed 16, and the string represents these balls is called ""board"" in the input.
The number of balls in your hand won't exceed 5, and the string represents these balls is called ""hand"" in the input.
Both input strings will be non-empty and only contain characters 'R','Y','B','G','W'.
",181,185,12905,https://leetcode.com/tag/depth-first-search/,,,y,32096.0
https://leetcode.com/problems/robot-room-cleaner,,,,0,0,0,,,,locked,
https://leetcode.com/problems/the-maze,,,,0,0,0,,,,locked,
https://leetcode.com/problems/increasing-subsequences,491. Increasing Subsequences,Medium,"Given an integer array, your task is to find all the different possible increasing subsequences of the given array, and the length of an increasing subsequence should be at least 2.
 
Example:
Input: [4, 6, 7, 7]
Output: [[4, 6], [4, 7], [4, 6, 7], [4, 6, 7, 7], [6, 7], [6, 7, 7], [7,7], [4,7,7]]
 
Note:
",604,106,41818,https://leetcode.com/tag/depth-first-search/,,,y,94224.0
https://leetcode.com/problems/construct-the-rectangle,492. Construct the Rectangle,Easy,"For a web developer, it is very important to know how to design a web page's size. So, given a specific rectangular web page’s area, your job by now is to design a rectangular web page, whose length L and width W satisfy the following requirements:
1. The area of the rectangular web page you designed must equal to the given target area.
2. The width W should not be larger than the length L, which means L >= W.
3. The difference between length L and width W should be as small as possible.

Example:
Input: 4
Output: [2, 2]
Explanation: The target area is 4, and all the possible ways to construct it are [1,4], [2,2], [4,1]. 
But according to requirement 2, [1,4] is illegal; according to requirement 3,  [4,1] is not optimal compared to [2,2]. So the length L is 2, and the width W is 2.

Note:

",172,245,53361,,,,y,108272.0
https://leetcode.com/problems/reverse-pairs,493. Reverse Pairs,Hard,"Given an array nums, we call (i, j) an important reverse pair if i < j and nums[i] > 2*nums[j].
You need to return the number of important reverse pairs in the given array.
Example1:
Input: [1,3,2,3,1]
Output: 2

Example2:
Input: [2,4,3,5,1]
Output: 3

Note:

",744,110,34106,"https://leetcode.com/tag/binary-search/
https://leetcode.com/tag/divide-and-conquer/
https://leetcode.com/tag/sort/
https://leetcode.com/tag/binary-indexed-tree/
https://leetcode.com/tag/segment-tree/",,,y,139144.0
https://leetcode.com/problems/target-sum,494. Target Sum,Medium,"You are given a list of non-negative integers, a1, a2, ..., an, and a target, S. Now you have 2 symbols + and -. For each integer, you should choose one from + and - as its new symbol.
Find out how many ways to assign symbols to make sum of integers equal to target S.
Example 1:
Input: nums is [1, 1, 1, 1, 1], S is 3. 
Output: 5
Explanation: 

-1+1+1+1+1 = 3
+1-1+1+1+1 = 3
+1+1-1+1+1 = 3
+1+1+1-1+1 = 3
+1+1+1+1-1 = 3

There are 5 ways to assign symbols to make the sum of nums be target 3.

Note:

",2102,94,142594,"https://leetcode.com/tag/dynamic-programming/
https://leetcode.com/tag/depth-first-search/",,,y,306598.0
https://leetcode.com/problems/teemo-attacking,495. Teemo Attacking,Medium,"In LOL world, there is a hero called Teemo and his attacking can make his enemy Ashe be in poisoned condition. Now, given the Teemo's attacking ascending time series towards Ashe and the poisoning time duration per Teemo's attacking, you need to output the total time that Ashe is in poisoned condition.
You may assume that Teemo attacks at the very beginning of a specific time point, and makes Ashe be in poisoned condition immediately.
Example 1:
Input: [1,4], 2
Output: 4
Explanation: At time point 1, Teemo starts attacking Ashe and makes Ashe be poisoned immediately. 
This poisoned status will last 2 seconds until the end of time point 2. 
And at time point 4, Teemo attacks Ashe again, and causes Ashe to be in poisoned status for another 2 seconds. 
So you finally need to output 4.
 
Example 2:
Input: [1,2], 2
Output: 3
Explanation: At time point 1, Teemo starts attacking Ashe and makes Ashe be poisoned. 
This poisoned status will last 2 seconds until the end of time point 2. 
However, at the beginning of time point 2, Teemo attacks Ashe again who is already in poisoned status. 
Since the poisoned status won't add up together, though the second poisoning attack will still work at time point 2, it will stop at the end of time point 3. 
So you finally need to output 3.
 
Note:
 
",313,656,44742,https://leetcode.com/tag/array/,,,y,83927.0
https://leetcode.com/problems/next-greater-element-i,496. Next Greater Element I,Easy,"You are given two arrays (without duplicates) nums1 and nums2 where nums1’s elements are subset of nums2. Find all the next greater numbers for nums1's elements in the corresponding places of nums2.
The Next Greater Number of a number x in nums1 is the first greater number to its right in nums2. If it does not exist, output -1 for this number.
Example 1:
Input: nums1 = [4,1,2], nums2 = [1,3,4,2].
Output: [-1,3,-1]
Explanation:
    For number 4 in the first array, you cannot find the next greater number for it in the second array, so output -1.
    For number 1 in the first array, the next greater number for it in the second array is 3.
    For number 2 in the first array, there is no next greater number for it in the second array, so output -1.

Example 2:
Input: nums1 = [2,4], nums2 = [1,2,3,4].
Output: [3,-1]
Explanation:
    For number 2 in the first array, the next greater number for it in the second array is 3.
    For number 4 in the first array, there is no next greater number for it in the second array, so output -1.

Note:

",1303,1879,138615,https://leetcode.com/tag/stack/,,,y,221424.0
https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,497. Random Point in Non-overlapping Rectangles,Medium,"Given a list of non-overlapping axis-aligned rectangles rects, write a function pick which randomly and uniformily picks an integer point in the space covered by the rectangles.
Note:
",172,173,11344,"https://leetcode.com/tag/binary-search/
https://leetcode.com/tag/random/",,,y,30374.0
https://leetcode.com/problems/diagonal-traverse,498. Diagonal Traverse,Medium,"Given a matrix of M x N elements (M rows, N columns), return all elements of the matrix in diagonal order as shown in the below image.
 
Example:
Input:
[
 [ 1, 2, 3 ],
 [ 4, 5, 6 ],
 [ 7, 8, 9 ]
]

Output:  [1,2,4,7,5,3,6,8,9]

Explanation:
 
Note:
The total number of elements of the given matrix will not exceed 10,000.
",609,294,69937,,,,y,149363.0
https://leetcode.com/problems/the-maze-iii,,,,0,0,0,,,,locked,
https://leetcode.com/problems/keyboard-row,500. Keyboard Row,Easy,"Given a List of words, return the words that can be typed using letters of alphabet on only one row's of American keyboard like the image below.
 

Example:
Input: [""Hello"", ""Alaska"", ""Dad"", ""Peace""]
Output: [""Alaska"", ""Dad""]
 
Note:
",494,613,106122,https://leetcode.com/tag/hash-table/,,,y,165827.0
https://leetcode.com/problems/find-mode-in-binary-search-tree,501. Find Mode in Binary Search Tree,Easy,"Given a binary search tree (BST) with duplicates, find all the mode(s) (the most frequently occurred element) in the given BST.
Assume a BST is defined as follows:
The left subtree of a node contains only nodes with keys less than or equal to the node's key.
The right subtree of a node contains only nodes with keys greater than or equal to the node's key.
Both the left and right subtrees must also be binary search trees.
 
For example:
Given BST [1,null,2,2],
   1
    \
     2
    /
   2
 
return [2].
Note: If a tree has more than one mode, you can return them in any order.
Follow up: Could you do that without using any extra space? (Assume that the implicit stack space incurred due to recursion does not count).
",768,296,77164,https://leetcode.com/tag/tree/,,,y,186600.0
https://leetcode.com/problems/ipo,502. IPO,Hard,"Suppose LeetCode will start its IPO soon. In order to sell a good price of its shares to Venture Capital, LeetCode would like to work on some projects to increase its capital before the IPO. Since it has limited resources, it can only finish at most k distinct projects before the IPO. Help LeetCode design the best way to maximize its total capital after finishing at most k distinct projects.
You are given several projects. For each project i, it has a pure profit Pi and a minimum capital of Ci is needed to start the corresponding project. Initially, you have W capital. When you finish a project, you will obtain its pure profit and the profit will be added to your total capital.
To sum up, pick a list of at most k distinct projects from given projects to maximize your final capital, and output your final maximized capital.
Example 1:
Input: k=2, W=0, Profits=[1,2,3], Capital=[0,1,1].

Output: 4

Explanation: Since your initial capital is 0, you can only start the project indexed 0.
             After finishing it you will obtain profit 1 and your capital becomes 1.
             With capital 1, you can either start the project indexed 1 or the project indexed 2.
             Since you can choose at most 2 projects, you need to finish the project indexed 2 to get the maximum capital.
             Therefore, output the final maximized capital, which is 0 + 1 + 3 = 4.

Note:

",284,36,15698,"https://leetcode.com/tag/heap/
https://leetcode.com/tag/greedy/",,,y,39839.0
https://leetcode.com/problems/next-greater-element-ii,503. Next Greater Element II,Medium,"Given a circular array (the next element of the last element is the first element of the array), print the Next Greater Number for every element. The Next Greater Number of a number x is the first greater number to its traversing-order next in the array, which means you could search circularly to find its next greater number. If it doesn't exist, output -1 for this number.
Example 1:
Input: [1,2,1]
Output: [2,-1,2]
Explanation: The first 1's next greater number is 2; 
The number 2 can't find next greater number; 
The second 1's next greater number needs to search circularly, which is also 2.

Note: The length of given array won't exceed 10000.
",1189,60,80143,https://leetcode.com/tag/stack/,,,y,146790.0
https://leetcode.com/problems/base-7,504. Base 7,Easy,"Given an integer, return its base 7 string representation.
Example 1:
Input: 100
Output: ""202""

Example 2:
Input: -7
Output: ""-10""

Note: The input will be in range of [-1e7, 1e7].
",206,141,51525,,,,y,112614.0
https://leetcode.com/problems/the-maze-ii,,,,0,0,0,,,,locked,
https://leetcode.com/problems/relative-ranks,506. Relative Ranks,Easy,"Given scores of N athletes, find their relative ranks and the people with the top three highest scores, who will be awarded medals: ""Gold Medal"", ""Silver Medal"" and ""Bronze Medal"".
Example 1:
Input: [5, 4, 3, 2, 1]
Output: [""Gold Medal"", ""Silver Medal"", ""Bronze Medal"", ""4"", ""5""]
Explanation: The first three athletes got the top three highest scores, so they got ""Gold Medal"", ""Silver Medal"" and ""Bronze Medal"". 
For the left two athletes, you just need to output their relative ranks according to their scores.

Note:

",230,487,51410,,,,y,103286.0
https://leetcode.com/problems/perfect-number,507. Perfect Number,Easy,"We define the Perfect Number is a positive integer that is equal to the sum of all its positive divisors except itself.

Example:
Input: 28
Output: True
Explanation: 28 = 1 + 2 + 4 + 7 + 14

Note: The input number n will not exceed 100,000,000. (1e8)
",225,568,57145,https://leetcode.com/tag/math/,,,y,161929.0
https://leetcode.com/problems/most-frequent-subtree-sum,508. Most Frequent Subtree Sum,Medium,"Given the root of a tree, you are asked to find the most frequent subtree sum. The subtree sum of a node is defined as the sum of all the node values formed by the subtree rooted at that node (including the node itself). So what is the most frequent subtree sum value? If there is a tie, return all the values with the highest frequency in any order.
Examples 1
Input:
  5
 /  \
2   -3

Examples 2
Input:
  5
 /  \
2   -5

Note: You may assume the sum of values in any subtree is in the range of 32-bit signed integer.
",543,104,64393,"https://leetcode.com/tag/hash-table/
https://leetcode.com/tag/tree/",,,y,113289.0
https://leetcode.com/problems/fibonacci-number,509. Fibonacci Number,Easy,"The Fibonacci numbers, commonly denoted F(n) form a sequence, called the Fibonacci sequence, such that each number is the sum of the two preceding ones, starting from 0 and 1. That is,
F(0) = 0,   F(1) = 1
F(N) = F(N - 1) + F(N - 2), for N > 1.
Given N, calculate F(N).
 
Example 1:
Input: 2
Output: 1
Explanation: F(2) = F(1) + F(0) = 1 + 0 = 1.
Example 2:
Input: 3
Output: 2
Explanation: F(3) = F(2) + F(1) = 1 + 1 = 2.
Example 3:
Input: 4
Output: 3
Explanation: F(4) = F(3) + F(2) = 2 + 1 = 3.
 
Note:
0 ≤ N ≤ 30.
",501,185,170636,https://leetcode.com/tag/array/,,,y,254790.0
https://leetcode.com/problems/inorder-successor-in-bst-ii,,,,0,0,0,,,,locked,
https://leetcode.com/problems/game-play-analysis-i,,,,0,0,0,,,,locked,
https://leetcode.com/problems/game-play-analysis-ii,,,,0,0,0,,,,locked,
https://leetcode.com/problems/find-bottom-left-tree-value,513. Find Bottom Left Tree Value,Medium,"Given a binary tree, find the leftmost value in the last row of the tree.
Example 1:
Input:

    2
   / \
  1   3

Output:
1

Example 2:
Input:

        1
       / \
      2   3
     /   / \
    4   5   6
       /
      7

Output:
7

Note: You may assume the tree (i.e., the given root node) is not NULL.
",775,125,95081,"https://leetcode.com/tag/tree/
https://leetcode.com/tag/depth-first-search/
https://leetcode.com/tag/breadth-first-search/",,,y,157123.0
https://leetcode.com/problems/freedom-trail,514. Freedom Trail,Hard,"In the video game Fallout 4, the quest ""Road to Freedom"" requires players to reach a metal dial called the ""Freedom Trail Ring"", and use the dial to spell a specific keyword in order to open the door.
Given a string ring, which represents the code engraved on the outer ring and another string key, which represents the keyword needs to be spelled. You need to find the minimum number of steps in order to spell all the characters in the keyword.
Initially, the first character of the ring is aligned at 12:00 direction. You need to spell all the characters in the string key one by one by rotating the ring clockwise or anticlockwise to make each character of the string key aligned at 12:00 direction and then by pressing the center button.
At the stage of rotating the ring to spell the key character key[i]:
Example:
Input: ring = ""godding"", key = ""gd""
Output: 4
Explanation:
For the first key character 'g', since it is already in place, we just need 1 step to spell this character. 
For the second key character 'd', we need to rotate the ring ""godding"" anticlockwise by two steps to make it become ""ddinggo"".
Also, we need 1 more step for spelling.
So the final output is 4.
Note:
",360,20,16755,"https://leetcode.com/tag/divide-and-conquer/
https://leetcode.com/tag/dynamic-programming/
https://leetcode.com/tag/depth-first-search/",,,y,39854.0
https://leetcode.com/problems/find-largest-value-in-each-tree-row,515. Find Largest Value in Each Tree Row,Medium,"You need to find the largest value in each row of a binary tree.
Example:
Input: 

          1
         / \
        3   2
       / \   \  
      5   3   9 

Output: [1, 3, 9]

",706,56,86861,"https://leetcode.com/tag/tree/
https://leetcode.com/tag/depth-first-search/
https://leetcode.com/tag/breadth-first-search/",,,y,144911.0
https://leetcode.com/problems/longest-palindromic-subsequence,516. Longest Palindromic Subsequence,Medium,"Given a string s, find the longest palindromic subsequence's length in s. You may assume that the maximum length of s is 1000.
Example 1:
Input:
""bbbab""
4

Example 2:
Input:
""cbbd""
2

",1552,166,100429,https://leetcode.com/tag/dynamic-programming/,,,y,196176.0
https://leetcode.com/problems/super-washing-machines,517. Super Washing Machines,Hard,"You have n super washing machines on a line. Initially, each washing machine has some dresses or is empty.
For each move, you could choose any m (1 ≤ m ≤ n) washing machines, and pass one dress of each washing machine to one of its adjacent washing machines at the same time .
Given an integer array representing the number of dresses in each washing machine from left to right on the line, you should find the minimum number of moves to make all the washing machines have the same number of dresses. If it is not possible to do it, return -1.
Example1
Input: [1,0,5]

Output: 3

Explanation: 
1st move:    1     0 <-- 5    =>    1     1     4
2nd move:    1 <-- 1 <-- 4    =>    2     1     3    
3rd move:    2     1 <-- 3    =>    2     2     2   
Example2
Input: [0,3,0]

Output: 2

Explanation: 
1st move:    0 <-- 3     0    =>    1     2     0    
2nd move:    1     2 --> 0    =>    1     1     1     
Example3
Input: [0,2,0]

Output: -1

Explanation: 
It's impossible to make all the three washing machines have the same number of dresses. 

Note:

",281,135,15529,"https://leetcode.com/tag/math/
https://leetcode.com/tag/dynamic-programming/",,,y,40867.0
https://leetcode.com/problems/coin-change-2,518. Coin Change 2,Medium,"You are given coins of different denominations and a total amount of money. Write a function to compute the number of combinations that make up that amount. You may assume that you have infinite number of each kind of coin.

 
Example 1:
Input: amount = 5, coins = [1, 2, 5]
Output: 4
Explanation: there are four ways to make up the amount:
5=5
5=2+2+1
5=2+1+1+1
5=1+1+1+1+1
Example 2:
Input: amount = 3, coins = [2]
Output: 0
Explanation: the amount of 3 cannot be made up just with coins of 2.
Example 3:
Input: amount = 10, coins = [10] 
Output: 1
 
Note:
You can assume that
0 <= amount <= 5000
1 <= coin <= 5000
the number of coins is less than 500
the answer is guaranteed to fit into signed 32-bit integer
",1336,51,80981,,,,y,172953.0
